@id	@lon	@lat	name	website
21015347	15.4323850	47.0298732	Puntigamer Brauhaus	
21306981	15.4782858	47.0514201	Kings Wok	
26412910	15.4710757	47.0308197	Venier's	http://www.veniers.com
26899232	15.4482614	47.0756757	Propeller	http://www.propeller.co.at/
31622693	15.4557529	47.0468523	Hooters	
31622762	15.4617155	47.0381370	Römerstube	
31622775	15.4696412	47.0594344	Cuba	http://www.cafe-bar-cuba.at
31622878	15.4800526	47.0502833	San Pedro	http://www.sanpietro.at
31625406	15.4691032	47.0667357	Hubert Auer	
31625408	15.4605827	47.0678349	Philipp	http://www.konditorei-philipp.at
31625430	15.4377900	47.0669485	Gösser Bräu	http://www.goesserbraeugraz.at
36790855	15.4266559	47.0659601	Nil	http://nil.mur.at/
49192602	15.4375989	47.0740742	Aiola upstairs	
63621200	15.4523885	47.0726465	pharmacy bar	www.pharmacy-bar.com
251710887	15.4337489	47.0717298	Cafe Centraal	http://www.centraal.at/
251710888	15.4344504	47.0706420	Tribeka	www.tribeka.at
251710889	15.4339001	47.0710287	Kunsthauscafé	http://www.museum-joanneum.at/kunsthaus-graz/ihr-besuch/kunsthauscafe
251710890	15.4358726	47.0708520	Schwalbennest	
251710891	15.4387693	47.0705402	Sacher	
251710897	15.4407955	47.0711946	Eckstein	
251711052	15.4412508	47.0707092	Frankowitsch	http://www.frankowitsch.at/
251711053	15.4407441	47.0729828	Cafe Mitte	http://www.cafemitte.at
251711054	15.4400347	47.0735797	SternBar	
256098169	15.4108216	47.0536389	Mario's Treff	
256488416	15.4246652	47.0634958	For You	
257412119	15.4237922	47.0669589	Gasthaus Doppler	
257412122	15.4250872	47.0672467	Ungerhof	http://www.ungerhof.at/
257412123	15.4255190	47.0670288	Cafe Monaco	
257412125	15.4269241	47.0673459	Prince Charles	
257732193	15.4346064	47.0733391	Insel Café	
260443425	15.4087927	47.0719098	Ritzi's	
266332008	15.4161184	47.0550379	Cafe-Restaurant Elisabeth	
266479122	15.4361044	47.0714641	Flann O'Brien	http://www.flannobrien.at/
267255311	15.4748214	47.0564316	Kirchenwirt (vulgo Zechner)	http://www.kirchenwirt-stpeter.gws.cc/
267255441	15.4725518	47.0567185	Alibi	
267255482	15.4759048	47.0575627	Café Logo	
267256095	15.4520096	47.0656537	North	
267256633	15.4483565	47.0648688	Corti	
269063448	15.4029608	47.0707123	Sorger	
269225090	15.4012320	47.1081014	Red Corner	
269227786	15.4135897	47.1139557	Zum Feldwirt	
269444698	15.4208359	47.1056140	Kaffee Mühle	
269957911	15.4412307	47.0712636	Glöcklbräu	
270186861	15.5152659	47.1036227	Buschenschank Sattler	
270199336	15.3814072	47.0509684	Gasthaus St. Johann + Paul	
270330954	15.3737325	47.0340387	Orthacker	
270508849	15.4041088	47.0810800	Rathschüler-Muhr	
271409102	15.4696701	47.0642512	Steffis Café	
271410125	15.4014614	47.0731598	Beile	
271779034	15.3854165	47.0903413	Bergheuriger Mausser	
274237132	15.4631541	47.0601822	Trattoria	
275416620	15.4329631	47.0282741	Temmel	
275529960	15.4964642	47.0701267	Mostschänke Schloss Lustbühel	
275530402	15.4787541	47.0506724	s'Kirscherl	
276960140	15.4477908	47.0722487	Cohibar	
276960161	15.4440816	47.0686887	Carl	
277698073	15.4367279	47.0730256	Reinerhof	
277700351	15.4014928	47.0708952	Asia Wok Royal	
278641299	15.4412610	47.0670560	Cafe Sorger	
279160391	15.3860316	47.0665910	Gaisberg Stubn	
279844208	15.3962720	47.0797134	Kreuzwirt	
280071630	15.4052994	47.0850104	Bokan	
280171006	15.4326595	47.0711130	Cafe Sorger	http://www.sorgerbrot.at/
280171073	15.4395729	47.0667560	Wein & Co	http://www.weinco.at/standorte/alle-standorte/9361
280171201	15.4395698	47.0663743	Deutsch	
280171402	15.4405871	47.0668002	eat Asia	
280235883	15.4361446	47.0691820	Stix II	
280236650	15.4343741	47.0694638	Der Steirer	http://www.der-steirer.at/
280236676	15.4345258	47.0694626	Kaffee Weitzer	
280237319	15.4341606	47.0698974	Mangolds	http://www.mangolds.at
281040829	15.4243341	47.0713952	Postl	http://gasthaus-postl.at
287504019	15.3902512	47.0706354	Pharaonentempel	
287632812	15.3873339	47.0646070	Gasthof Zum Baiernbrunnen	
288172337	15.4078245	47.0734555	Rincon Andino	www.rincon-andino.at
289182745	15.4669235	47.0622110	Café Bar Lounge PLÜ	
289887845	15.4380399	47.0665467	Neutorcafe	
290440103	15.4479259	47.0720120	Pastis	http://www.pastis.at
291463570	15.4403123	47.0715534	Molly Malone	http://www.molly-malone.at
291463571	15.4397802	47.0713952	M1 Cafe-Bar	http://m1-bar.at
291463572	15.4396876	47.0713677	Nachtexpress	
291464594	15.4464551	47.0668081	Athen	
291464826	15.4497572	47.0763717	Bierfactory XXL	http://www.bierfactoryxxl.at/
291464829	15.4464395	47.0785326	3 Goldenen Kugeln	
291465007	15.4197924	47.0715916	3 Goldenen Kugeln	
291465085	15.4330480	47.0732973	Brot&Spiele	
292476935	15.3734481	47.1115959	Raachwirt	
292478042	15.3940199	47.1003797	Konditorei Renn	
297464322	15.4420218	47.0712441	Santa Clara	
297464403	15.4419181	47.0713886	Stainzerbauer	
297758637	15.4731381	47.0714792	Buschenschank Schaar	
299067900	15.4348618	47.0750645	Taverne zum Güldenen Bären	
299587849	15.4474776	47.0768069	Harrach	
300958650	15.4366935	47.0714154	O'Carolans	
301265567	15.4452280	47.0770017	Fotter	
304816813	15.4508368	47.0762607	Mensa Markt Uni Graz Sonnenfelsplatz	
309560419	15.4473415	47.0766191	Galliano	
312946789	15.4430915	47.0709234	The Office Pub	
312946791	15.4428865	47.0708695	The Spot	
312946798	15.4415273	47.0711057	Hasenstall	
312946799	15.4395355	47.0718696	Dizzy's	
312946800	15.4332816	47.0734931	Miles : Jazz Bar	
312946802	15.4333635	47.0734830	blendend	
316419529	15.4438171	47.0671951	Geflügel Draxler	www.gefluegel-draxler.at
316756802	15.4730551	47.0567999	Gambaro Rosso	
317335810	15.4325893	47.0742476	Die Scherbe	www.scherbe.com
319117640	15.4242339	47.0726767	Resel Stube	
330011818	15.4518867	47.0655560	South	
330064861	15.4510568	47.0695588	Bar28	
330261657	15.4371771	47.0709484	Weinstube Schmiedt	
330263916	15.4361294	47.0730459	Alte Münze	http://www.altemuenze.at/cms/1/
332349946	15.4013802	47.0703495	Das Eggenberg	http://www.das-eggenberg.at
333542773	15.4497427	47.0684064	Kork	
344184756	15.4488569	47.0716777	Grammophon	
344195967	15.4267442	47.0710119	Foyer	http://www.cafefoyer.at
365547599	15.4031702	47.0731342	Roschitz Das Gasthaus	
366573470	15.4416203	47.0665948	Stockwerk	http://stockwerkjazz.mur.at/
369511880	15.4095360	47.0702586	Pucher	
369820208	15.4770244	47.1180704	Buschenschank Wastl	
371204083	15.4272499	47.0603629	Interspar Restaurant	
371388852	15.4637562	47.0400873	Interspar Restaurant	
387527897	15.4463102	47.0786672	Zeppelin	
387528628	15.4237405	47.0740590	Rondo	http://www.restaurant-rondo.at/
418639380	15.4506438	47.0802024	Bierbaron	
418715359	15.4452095	47.0779635	Lokal Müller	http://www.lokalmueller.at/
435044303	15.4109639	47.1165027	Taverne "Zum Kirchenwirt"	
442888896	15.4523215	47.0728575	Guest Room	
446866223	15.4372953	47.0703169	Don Camillo	
452490438	15.4395713	47.0712908	Yamamoto	http://www.yamamoto-sushibar.at
454412013	15.4484210	47.0755105	Beanery Coffee	
454412014	15.4461520	47.0753737	Ritter	
454470895	15.4476016	47.0791863	Bica	
465223694	15.4358855	47.0648157	Sorger	
465223749	15.4367077	47.0647812	Hubert Auer	
465227876	15.4011801	47.0682822	Cafe Casino	
465228631	15.4007887	47.0677848	Weinstube Jäger	
472629497	15.4095976	47.0698888	Gelateria by Luis	
482375479	15.4596263	47.0587709	Mensa	
485613309	15.4339142	47.0815858	China Restaurant Imperium	
508759950	15.4474170	47.0752560	Tset tsen	
510122998	15.3918359	47.0992715	Gasthaus Kokol	
540732926	15.4521941	47.0811293	Zum Weißen Kreuz	
560424402	15.4680284	47.0668684	Gasthaus Reinisch	
560544124	15.4493425	47.0759348	Geek's Café	https://www.facebook.com/Geeks-Caf%C3%A9-1693120194257119
560985778	15.4465115	47.0762540	Mond	www.chinarestaurantmond.at
566701248	15.4497292	47.0758341	Mangolds vis-a-vis	
566703094	15.4508812	47.0785836	ReSoWi-Cafeteria	
566804789	15.4469136	47.0751196	Degustibus	
568129694	15.4311571	47.0666869	Gasthaus zu den 3 goldenen Kugeln	http://3goldenekugeln.at/
568129696	15.4636767	47.0658607	Gasthof di Gallo	
568816532	15.4455175	47.0758102	B.eat	https://www.facebook.com/beat.graz
570339808	15.4333334	47.0715493	The Running Horse	
575136974	15.4407159	47.0727664	Hathi	
616791028	15.4388993	47.0695308	Welscherstubn	http://www.welscherstubn.at
616896682	15.4415730	47.0711161	Steirer Pub	Steirer-pub.at
616898598	15.4383610	47.0717384	Sorger	
662159421	15.4509623	47.0801713	Liebig	
704495434	15.4588850	47.0753231	TriBeKa III	
759627874	15.4429536	47.0700314	Weinlokal "Der Keller"	
788311947	15.4478957	47.0876825	Cafe Rosenhain	
810497467	15.4840854	47.0475089	Azzuro	http://azzurro.at
814764093	15.3881693	47.0484367	Gasthof Doktorbauer	http://www.dokterbauer.at
815231372	15.3959943	47.0566841	Famoos	
817549245	15.4334386	47.0731380	The Pub	
825158290	15.4685883	47.0816521	Cafe Kern	
829053573	15.4391662	47.0687939	Gerüchteküche	http://www.geruechtekueche.org/
829070260	15.4380503	47.0722002	Las Tapas	
829114314	15.4246116	47.0716847	Siam	
830458540	15.4522697	47.0593797	Gustotheke	
835053147	15.4410944	47.0668329	Da Pina	
847359462	15.4424325	47.0670721	Kung Fu	
847359541	15.4370320	47.0716472	Cafe Erzherzog Johann	www.erzherzog-johann.com
853676133	15.4602422	47.0840612	Purberg	
855364232	15.4418953	47.0687216	Maria Magdalena	http://www.maria-magdalena.at
860343830	15.4389451	47.0800091	Hendl Eck	
860412554	15.4395333	47.0661840	Tam Tam	
861376608	15.4404035	47.0634765	s'Biergartl	
861376630	15.4423013	47.0694766	Gelateria Roma	
863999549	15.4430997	47.0536941	Don Benio	
864679931	15.4459439	47.0576950	Restaurant Georgi	
864679942	15.4374841	47.0657570	Ganesha	http://www.ganeshagraz.at/
864679943	15.4395443	47.0659602	Milu-Milu	
866131273	15.4410387	47.0634761	Cafe 7	
868996156	15.4283623	47.0711871	Chillout	
876338129	15.4163018	47.0998706	Bianco	
876338130	15.4400760	47.0716468	Gabriel	
877058338	15.4388971	47.0709916	Temmel	http://www.charlytemmel.com/
879568181	15.4356978	47.0716827	Bärenloch-Hütte	
879568184	15.4487225	47.0616430	Blue Jean	
881888277	15.4320210	47.0663890	Shisha Palace	
885451366	15.4397231	47.0684275	Martin Auer	
885451566	15.4368901	47.0708355	Leiner's	www.leiners.at
888204227	15.4370543	47.0707489	Peppone	
888735554	15.4403457	47.0708973	Herzl	www.dieherzl.at
888853135	15.4337651	47.0701808	Zur Alten Press	http://www.zuraltenpress.at
890457273	15.4365863	47.0656908	Cafe Restaurant Traude	
891954987	15.4313212	47.0740934	Tiffany Bar	www.tiffany-bar.com
897518093	15.4395686	47.0660853	Chang Thai	http://www.changthairestaurant.at/
899305818	15.4403268	47.0747847	Le Schnurrbart	https://www.facebook.com/le.schnurrbart
899427046	15.4410205	47.0461978	Black-Box	
904483878	15.4159451	47.0316818	Kommerzial	
905212298	15.4333902	47.0682375	Loft	
906742088	15.4396881	47.0724616	Hofbäckerei Edegger-Tax	http://www.hofbaeckerei.at
906948751	15.4416318	47.0735802	Buddha Bar	http://www.pfauengarten.at
911035765	15.4228323	47.0332933	IKEA Restaurant	
911035769	15.4170596	47.0338294	Restaurants im Center West	
925926051	15.4373060	47.0716819	Ernst-Fuchs-Bar	www.erzherzog-johann.com
926839011	15.4382618	47.0672584	Cafe Kaiserfeld	http://kaiserfeld.blog.com
926922260	15.4624156	47.0407163	3 goldene Kugeln	
926922266	15.4636759	47.0406823	Buddha	
926922391	15.4627963	47.0409161	Gotthardt	
929232430	15.4424356	47.0678115	Porto di Ferra	
929418362	15.4330707	47.0715039	Contra Punto	https://www.facebook.com/Pizzeria-Contra-Punto-305281269500842/timeline/
930653384	15.4404026	47.0710217	Il Centro Graz	
930653448	15.4392884	47.0713955	Torona	http://www.torona.at
937611039	15.4377404	47.0708900	Pronto	http://www.pronto.co.at
937611046	15.4391033	47.0692891	Landhauskeller	http://www.landhaus-keller.at
940425097	15.4630413	47.0408453	Don Camillo	
968532281	15.4515410	47.0747467	Kulturhauskeller	
973782992	15.4573197	47.0698743	Axolotl	http://www.axolotl.at/
981231736	15.4201880	47.0955952	Gasthaus zum goldenen Hirschen	
982622689	15.4677059	47.0789679	Impuls	
991630526	15.4466513	47.0787478	Cipollino	
992768455	15.4355229	47.0240884	Franzl Weinstube	
993871416	15.4534374	47.0570355	Stoariegelwirt	
994994742	15.4325317	47.0568130	XXXLutz Restaurant	
994995033	15.4266998	47.0591400	Admiral Games	
994995536	15.4665224	47.0794813	Kostes	
994996091	15.4584093	47.0753624	Cafe Anetter	
994996230	15.4048010	47.0528487	Admiral Sportwetten	
1001279017	15.4520425	47.0751628	Three Monkeys	
1014657618	15.4501065	47.0698538	Eckhaus	www.eckhaus.at
1014657685	15.4513451	47.0694626	s´ RechBAueR	
1026751519	15.4452086	47.0670157	1001 Nacht	http://cafe1001nacht.at
1027319482	15.4516447	47.0746086	Orange	
1030160634	15.4253536	47.1022137	Chop Suey	
1036478541	15.4586042	47.0881174	China Haus	http://members.aon.at/chinarestaurant-chinahaus/
1046513577	15.4386942	47.0591230	Dartclub	
1055050873	15.4527224	47.0774790	Sorger	
1060247304	15.4366726	47.0709972	Cafe T.H.	
1060247363	15.4361188	47.0708706	barista's	
1060247437	15.4367686	47.0709843	Peter Weinstube	
1067761903	15.3951340	47.0465117	Grießner-Wagner	http://www.griessner.at
1084426931	15.4508375	47.0720899	Hubert Auer	
1098006492	15.4409180	47.0683704	Tribeka	http://tribeka.at
1098006502	15.4411373	47.0687925	Tchibo	
1098016183	15.4413417	47.0711484	Cafe Glockenspiel	http://www.glockenspiel.at
1099712263	15.4416154	47.0712444	Hemingway Bar	www.hemingway-bar.at
1099747135	15.4372958	47.0723634	la enoteca	
1100487243	15.4511855	47.0753281	Revolution	
1100664472	15.4462272	47.0676454	Cafe Bistro Santorin "Zum verlorenen Sohn"	
1100664481	15.4458523	47.0676846	Q	http://www.clubq.at
1103121576	15.4532601	47.0762659	Café Global	http://www.aai-graz.at/cms/index.php?page=heim-haus&hl=de_DE
1109142695	15.4299330	47.0370356	Zum Kochlöffel	
1109772615	15.4526013	47.0721377	Fontana di Trevi	
1111820852	15.4517874	47.0389138	Kutscherhof	
1129737263	15.4325995	47.0381974	s'Reindl	
1133577978	15.4600682	47.0757370	Leonhard Stüberl	
